id,name,name__cy,name__en,name__nl,name__de,name__fr,name__sl,name__ast,name__ca,name__es,name__it,name__da,name__fi,name__sv,name__hu,name__pt,name__pl,name__cs,name__nb,name__pt_br,wikipedia__commons,wikipedia__cy,wikipedia__en,birth_date,gender,given_name,occupation,family_name,identifier__welsh_assembly,identifier__freebase,image,identifier__democracyclub,twitter,original_wikiname,name__ar,name__ru,name__sq,wikipedia__ar,website,identifier__VIAF,identifier__google_knowledge,name__eu,name__ja,name__br,name__arz,wikipedia__arz,wikipedia__br,wikipedia__ca,wikipedia__de,wikipedia__es,wikipedia__eu,wikipedia__fr,wikipedia__it,identifier__LCAuth,identifier__hansard,identifier__FAST,identifier__national_archives,identifier__rush,identifier__ISNI,identifier__ukparliamentid,identifier__goodreads,identifier__ne_se,identifier__TWFY,name__sco,name__zh,name__vi,name__gd,name__id,name__ga,name__gl,name__pcd,name__eo,name__oc,name__la,name__kw,name__bn,name__be_tarask,name__ko,wikipedia__enwikiquote,wikipedia__fi,wikipedia__ga,wikipedia__gl,wikipedia__kw,wikipedia__la,wikipedia__ruwikinews,wikipedia__sco,wikipedia__simple,wikipedia__vi,facebook,name__zh_hant,name__zh_cn,name__zh_hans,wikipedia__ru,name__tr,name__scn,name__ie,name__el,name__uk,name__sk,name__fo,name__kl,name__en_gb,name__nn,name__zh_hk,name__lt,wikipedia__cs,wikipedia__el,wikipedia__gd,wikipedia__hu,wikipedia__ie,wikipedia__ko,wikipedia__lt,wikipedia__pl,wikipedia__scn,wikipedia__tr,wikipedia__uk,wikipedia__zh,identifier__Britannica,identifier__NTA,identifier__BBC_things,name__fa,wikipedia__fa,email,name__dag,wikipedia__pt,death_date,name__en_ca,name__af,name__an,name__bar,name__co,name__de_at,name__de_ch,name__et,name__frp,name__fur,name__gsw,name__hr,name__ia,name__io,name__is,name__kg,name__lb,name__li,name__lij,name__mg,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__pms,name__rm,name__ro,name__sc,name__sr_el,name__sw,name__vec,name__vls,name__vo,name__wa,name__wo,name__zu,wikipedia__sv,identifier__journalisted,identifier__current_hansard,identifier__publicwhip,identifier__bbc_democracy_live,identifier__ORCID,identifier__GND,name__ext,wikipedia__mg,wikipedia__oc,identifier__NPG,identifier__NNDB,name__he,wikipedia__cywikiquote,identifier__snac,identifier__Oxforddnb,name__lv,name__bs,name__sr,wikipedia__id,wikipedia__sl,identifier__BIBSYS,identifier__NUKAT,weblog,identifier__PACE,identifier__CSPAN,instagram,honorific_prefix,name__ig,wikipedia__igwikiquote,identifier__quora,wikipedia__ro,identifier__EuroparlMEP,name__vmf,name__az,name__te,wikipedia__az,wikipedia__nds,wikipedia__ms,wikipedia__nl,identifier__wikitree,name__zh_sg,name__zh_tw,name__wuu,name__yue,wikipedia__da,wikipedia__ja,wikipedia__wuu,wikipedia__zh_yue,identifier__WelshBiography,name__bm,name__frc,name__jam,name__kab,name__pap,name__prg,name__rgn,identifier__snapchat
Q5236695,David Lloyd,David Lloyd,David Lloyd,David Lloyd,David Lloyd,David Lloyd,David Lloyd,David Lloyd,David Lloyd,David Lloyd,David Lloyd,David Lloyd,David Lloyd,David Lloyd,David Lloyd,David Lloyd,David Lloyd,David Lloyd,David Lloyd,David Lloyd,,David Lloyd (gwleidydd),David Lloyd (Welsh politician),1956-12-02,male,David,politician,Lloyd,167,/m/02r3hsh,https://upload.wikimedia.org/wikipedia/commons/e/ec/Dai_Lloyd_AM_(28170816265).jpg,8131,DaiLloydSwansea,,دايفيد لويد,Дэвид Ллойд,David Lloyd,ديفيد لويد (سياسي),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ডেভিড লয়েড,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5237493,David Melding,David Melding,David Melding,David Melding,David Melding,David Melding,David Melding,David Melding,David Melding,David Melding,David Melding,David Melding,David Melding,David Melding,David Melding,David Melding,David Melding,David Melding,David Melding,David Melding,Category:David Melding,David Melding,David Melding,1962-08-28,male,David,politician,Melding,169,/m/02q132t,https://upload.wikimedia.org/wikipedia/commons/f/f0/David_Melding_AM.jpg,8126,DavidMeldingAM,,,,David Melding,,,41551991,,,,,,,,,,,,,,no2004058170,,,,,0000 0000 4905 3286,,7942976,,,,大衛·茂丁,,,,,David Melding,,,,,,,,,,,,David Melding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5254977,Delyth Evans,Delyth Evans,Delyth Evans,Delyth Evans,Delyth Evans,Delyth Evans,,Delyth Evans,,Delyth Evans,,,,,,,,,,,,,Delyth Evans,1958-03-17,female,Delyth,politician,Evans,4558,/m/02r39lg,https://upload.wikimedia.org/wikipedia/commons/a/a1/Delyth_Evans.png,,,,,,Delyth Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5257685,Denise Idris Jones,Denise Idris Jones,Denise Idris Jones,Denise Idris Jones,Denise Idris Jones,,,,,Denise Idris Jones,Denise Jones,,,,Denise Idris Jones,,,,,,,Denise Idris Jones,Denise Idris Jones,1950-12-07,female,Denise,politician,Jones,4488,/m/0935w9,https://upload.wikimedia.org/wikipedia/commons/0/0c/Deniseidrisjones.jpg,,,,دينيسي جونز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5346948,Edwina Hart,Edwina Hart,Edwina Hart,Edwina Hart,Edwina Hart,Edwina Hart,Edwina Hart,Edwina Hart,Edwina Hart,Edwina Hart,Edwina Hart,Edwina Hart,Edwina Hart,Edwina Hart,Edwina Hart,Edwina Hart,Edwina Hart,Edwina Hart,Edwina Hart,Edwina Hart,,Edwina Hart,Edwina Hart,1957-04-26,female,Edwina,politician,Hart,155,/m/0bw93j,https://upload.wikimedia.org/wikipedia/commons/8/82/Edwina_Hart.jpg,,,,,,Edwina Hart,,,63834552,,,,,,,,,,,,,,no2008161055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5354231,Eleanor Burnham,Eleanor Burnham,Eleanor Burnham,Eleanor Burnham,Eleanor Burnham,Eleanor Burnham,Eleanor Burnham,Eleanor Burnham,Eleanor Burnham,Eleanor Burnham,Eleanor Burnham,Eleanor Burnham,Eleanor Burnham,Eleanor Burnham,Eleanor Burnham,Eleanor Burnham,Eleanor Burnham,Eleanor Burnham,Eleanor Burnham,Eleanor Burnham,,Eleanor Burnham,Eleanor Burnham,,female,Eleanor,politician,Burnham,134,/m/073gwf,"https://upload.wikimedia.org/wikipedia/commons/5/5c/Democracy_Day_in_Ysgol_Dyffryn_Nantlle,_Penygroes,_Gwynedd_(cropped).jpg",,Burnham_eleanor,,,Элеанор Бёрнем,Eleanor Burnham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5361084,Elin Jones,Elin Jones,Elin Jones,Elin Jones,Elin Jones,Elin Jones,Elin Jones,Elin Jones,Elin Jones,Elin Jones,Elin Jones,Elin Jones,Elin Jones,Elin Jones,Elin Jones,Elin Jones,Elin Jones,Elin Jones,Elin Jones,Elin Jones,Category:Elin Jones,Elin Jones,Elin Jones,1966-09-01,female,Elin,politician,Jones,162,/m/0c0v6n,https://upload.wikimedia.org/wikipedia/commons/b/be/Elin_Jones_AM_(27889497280).jpg,8089,ElinCeredigion,,ايلين جونز,Элин Джонс,Elin Jones,ايلين جونز,,21912192,,Elin Jones,,Elin Jones,,,,Elin Jones,,,Elin Jones,Elin Jones,,no2007012364,,,,,,,,,,Elin Jones,艾琳·瓊斯,Elin Jones,Elin Jones,Elin Jones,Elin Jones,Elin Jones,Elin Jones,Elin Jones,Elin Jones,,,,,,,Elin Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://elinceredigion.wordpress.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5367919,Eluned Parrott,Eluned Parrott,Eluned Parrott,Eluned Parrott,Eluned Parrott,Eluned Parrott,Eluned Parrott,Eluned Parrott,Eluned Parrott,Eluned Parrott,Eluned Parrott,Eluned Parrott,Eluned Parrott,Eluned Parrott,Eluned Parrott,Eluned Parrott,Eluned Parrott,Eluned Parrott,Eluned Parrott,Eluned Parrott,Category:Eluned Parrott,Eluned Parrott,Eluned Parrott,1974,female,Eluned,politician,Parrott,480,/m/0h51sg2,https://upload.wikimedia.org/wikipedia/commons/6/60/Eluned_Parrott_(6324905297).jpg,2764,Eluned_Parrott,,,,Eluned Parrott,,,,,,,,,,,,,,,,,,,,,,,,,,,Eluned Parrott,,,,,,,,,Eluned Parrott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q544524,Brynle Williams,Brynle Williams,Brynle Williams,Brynle Williams,Brynle Williams,Brynle Williams,Brynle Williams,Brynle Williams,Brynle Williams,Brynle Williams,Brynle Williams,Brynle Williams,Brynle Williams,Brynle Williams,Brynle Williams,Brynle Williams,Brynle Williams,Brynle Williams,Brynle Williams,Brynle Williams,Category:Brynle Williams,Brynle Williams,Brynle Williams,1949-01-09,male,Brynle,politician,Williams,4563,/m/02phnws,https://upload.wikimedia.org/wikipedia/commons/8/8d/Brynle_Williams.jpg,,,,,,Brynle Williams,,http://www.brynlewilliams.com/,,,,,,برينلى ويليامز,برينلى ويليامز,,,Brynle Williams,,,,,,,,,,,,,,,,布瑞利·威廉斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brynle Williams,Brynle Williams,2011-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5522883,Gareth Jones,Gareth Jones,Gareth Jones,Gareth Jones,Gareth Jones,Gareth Jones,Gareth Jones,Gareth Jones,Gareth Jones,Gareth Jones,Gareth Jones,Gareth Jones,Gareth Jones,Gareth Jones,Gareth Jones,Gareth Jones,Gareth Jones,G. E.(Gareth Elwyn) Jones,Gareth Jones,Gareth Jones,,Gareth Jones (gwleidydd),Gareth Jones (politician),1939-05-14,male,Gareth,politician,Jones,4464,/m/05ypyx4,,,,,غاريث جونز,Гарет Джонс,Gareth Jones,غاريث جونز,,,,,,,,,,,,,,,,,,1436345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n97021471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5548808,Geraint Davies,Geraint Davies,Geraint Davies,Geraint Davies,Geraint Davies,Geraint Davies,,Geraint Davies,,Geraint Davies,,,,,Geraint Davies,Geraint Davies,,,,Geraint Davies,,Geraint Davies,Geraint Davies (Plaid Cymru politician),1948-12-01,male,Geraint,politician,Davies,4528,/m/02r3k55,https://upload.wikimedia.org/wikipedia/commons/c/ce/Geraint_Davies_(Rhondda).jpg,,,,جيرانت ديفيز,,Geraint Davies,جيرانت ديفيز (سياسي),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5660402,Kirsty Williams,Kirsty Williams,Kirsty Williams,Kirsty Williams,Kirsty Williams,Kirsty Williams,Kirsty Williams,Kirsty Williams,Kirsty Williams,Kirsty Williams,Kirsty Williams,Kirsty Williams,Kirsty Williams,Kirsty Williams,Kirsty Williams,Kirsty Williams,Kirsty Williams,Kirsty Williams,Kirsty Williams,Kirsty Williams,Category:Kirsty Williams,Kirsty Williams,Kirsty Williams,1971-03-19,female,Kirsty,politician,Williams,184,/m/073h3y,https://upload.wikimedia.org/wikipedia/commons/4/42/Kirsty_Williams_2011.jpg,8060,Kirsty_Williams,,,,,,https://www.kirstywilliams.org.uk/,90505796,,,カースティ・ウィリアムズ,,,,,,,,,Kirsty Williams,,no2009085299,,,,,,,,,,,科斯蒂·威廉姆斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kirsty Williams,,,,,,Kirsty Williams,,,,,,,,Kirsty Williams,,,,,,,,,,,,,,,,,Kirsty Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q575027,Mark Reckless,,Mark Reckless,Mark Reckless,Mark Reckless,Mark Reckless,Mark Reckless,Mark Reckless,Mark Reckless,Mark Reckless,Mark Reckless,Mark Reckless,Mark Reckless,Mark Reckless,Mark Reckless,Mark Reckless,Mark Reckless,Mark Reckless,Mark Reckless,Mark Reckless,Category:Mark Reckless,,Mark Reckless,1970-12-06,male,Mark,politician,Reckless,5227,/m/0bwhsmt,https://upload.wikimedia.org/wikipedia/commons/a/a2/Mark_Reckless_AM_(27889492560).jpg,793,MarkReckless,,,,,,http://www.markreckless.com,,,,マーク・レックレス,,مارك ريكليس,مارك ريكليس,,,,,,Mark Reckless,,,,,,9847,,5soT2dje,,,24899,,马克·雷克利斯,,,,,,,,,,,,,,,,,,,,,,,,,馬克·雷克利斯,,马克·雷克利斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5951262,Huw Lewis,Huw Lewis,Huw Lewis,Huw Lewis,Huw Lewis,Huw Lewis,Huw Lewis,Huw Lewis,Huw Lewis,Huw Lewis,Huw Lewis,Huw Lewis,Huw Lewis,Huw Lewis,Huw Lewis,Huw Lewis,Huw Lewis,Huw Lewis,Huw Lewis,Huw Lewis,,Huw Lewis,Huw Lewis,1964-01-17,male,Huw,politician,Lewis,166,/m/0dp53k,https://upload.wikimedia.org/wikipedia/commons/b/b4/Huw_Lewis.jpg,,HuwLewis,,,,Huw Lewis,,https://archive.is/20130423200807/http://www.welshlabour.org.uk/assembly-members/huw-lewis/,19503394,,Huw Lewis,,Huw Lewis,,,,,,,,,,no2008141741,,,,,,,5495054,,,Huw Lewis,,Huw Lewis,Huw Lewis,Huw Lewis,Huw Lewis,Huw Lewis,Huw Lewis,Huw Lewis,Huw Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Huw Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1178344932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q60658323,Delyth Jewell,Delyth Jewell,Delyth Jewell,Delyth Jewell,Delyth Jewell,Delyth Jewell,Delyth Jewell,Delyth Jewell,Delyth Jewell,Delyth Jewell,Delyth Jewell,Delyth Jewell,Delyth Jewell,Delyth Jewell,Delyth Jewell,Delyth Jewell,Delyth Jewell,Delyth Jewell,Delyth Jewell,Delyth Jewell,,Delyth Jewell,Delyth Jewell,1987,female,Delyth,politician,Jewell,5207,,https://upload.wikimedia.org/wikipedia/commons/d/dd/Delyth_Jewell_(cropped).jpg,8128,DelythJewellAM,,,,,,,,/g/11h32y366h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6069080,Irene James,Irene James,Irene James,Irene James,Irene James,Irene James,,Irene James,,Irene James,,,,,,,,,,,,Irene James,Irene James,1952,female,Irene,politician,James,4584,/m/02r3c0w,,,,,,Ирен Джеймс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6152128,Jane Davidson,Jane Davidson,Jane Davidson,Jane Davidson,Jane Davidson,Jane Davidson,Jane Davidson,Jane Davidson,Jane Davidson,Jane Davidson,Jane Davidson,Jane Davidson,Jane Davidson,Jane Davidson,Jane Davidson,Jane Davidson,Jane Davidson,Jane Davidson,Jane Davidson,Jane Davidson,Category:Jane Davidson,Jane Davidson,Jane Davidson,1957-03-19,female,Jane,politician,Davidson,4515,/m/02cvtw,https://upload.wikimedia.org/wikipedia/commons/2/27/Jane_Davidson.jpg,,JaneBryngwyn,,,Джейн Дэвидсон,,,,70892994,,,,,,,,,,Jane Davidson,,,,nb2001023554,,,,,,,,,,,,,,,,Jane Davidson,,,,,,জেন ডেভিডসন,,,,,,Jane Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6152404,Jane Hutt,Jane Hutt,Jane Hutt,Jane Hutt,Jane Hutt,Jane Hutt,Jane Hutt,Jane Hutt,Jane Hutt,Jane Hutt,Jane Hutt,Jane Hutt,Jane Hutt,Jane Hutt,Jane Hutt,Jane Hutt,Jane Hutt,Jane Hutt,Jane Hutt,Jane Hutt,Category:Jane Hutt,Jane Hutt,Jane Hutt,1949-12-15,female,Jane,politician,Hutt,156,/m/0522pp,https://upload.wikimedia.org/wikipedia/commons/d/d7/Jane_Hutt.jpg,9360,JaneHutt,,,,,,http://www.welshlabour.org.uk/assembly-members/jane-hutt/,,,,,,,,,,,,,,,,,,,,,,,,,,珍·赫特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jane Hutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6153289,Janet Davies,Janet Davies,Janet Davies,Janet Davies,Janet Davies,Janet Davies,,Janet Davies,,Janet Davies,,,,,,Janet Davies,,,,Janet Davies,,Janet Davies,Janet Davies (politician),1938-05-29,female,Janet,politician,Davies,2842,,https://upload.wikimedia.org/wikipedia/commons/8/80/JanetDavies.jpg,,,,جانيت ديفيز,Джанет Дейвис,Janet Davies,,,,/g/12v_md5wg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,জ্যানেট ডেভিস,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6153343,Janet Finch-Saunders,Janet Finch-Saunders,Janet Finch-Saunders,Janet Finch-Saunders,Janet Finch-Saunders,Janet Finch-Saunders,Janet Finch-Saunders,Janet Finch-Saunders,Janet Finch-Saunders,Janet Finch-Saunders,Janet Finch-Saunders,Janet Finch-Saunders,Janet Finch-Saunders,Janet Finch-Saunders,Janet Finch-Saunders,Janet Finch-Saunders,Janet Finch-Saunders,Janet Finch-Saunders,Janet Finch-Saunders,Janet Finch-Saunders,Category:Janet Finch-Saunders,Janet Finch-Saunders,Janet Finch-Saunders,1950-05-20,female,Janet,politician,Finch-Saunders,212,/m/0gg5byw,https://upload.wikimedia.org/wikipedia/commons/2/24/Janet_Finch-Saunders.jpg,8049,JFinchSaunders,,,,Janet Finch-Saunders,,http://finch-saunders.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6153592,Janet Ryder,Janet Ryder,Janet Ryder,Janet Ryder,Janet Ryder,Janet Ryder,Janet Ryder,Janet Ryder,Janet Ryder,Janet Ryder,Janet Ryder,Janet Ryder,Janet Ryder,Janet Ryder,Janet Ryder,Janet Ryder,Janet Ryder,Janet Ryder,Janet Ryder,Janet Ryder,,Janet Ryder,Janet Ryder,1955-06-21,female,Janet,politician,Ryder,4553,/m/02r3kpb,https://upload.wikimedia.org/wikipedia/commons/c/c5/Janet_Ryder.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6154241,Janice Gregory,Janice Gregory,Janice Gregory,Janice Gregory,Janice Gregory,Janice Gregory,Janice Gregory,Janice Gregory,Janice Gregory,Janice Gregory,Janice Gregory,Janice Gregory,Janice Gregory,Janice Gregory,Janice Gregory,Janice Gregory,Janice Gregory,Janice Gregory,Janice Gregory,Janice Gregory,,,Janice Gregory,1955-01-10,female,Janice,politician,Gregory,152,/m/02r36yp,https://upload.wikimedia.org/wikipedia/commons/b/b6/Janice_Gregory.jpg,,Janice4Ogmore,,,Дженис Грегори,Janice Gregory,,http://www.welshlabour.org.uk/assembly-members/janice-gregory/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janice Gregory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6175921,Jeffrey Cuthbert,Jeffrey Cuthbert,Jeffrey Cuthbert,Jeffrey Cuthbert,Jeffrey Cuthbert,Jeffrey Cuthbert,Jeffrey Cuthbert,Jeffrey Cuthbert,Jeffrey Cuthbert,Jeffrey Cuthbert,Jeffrey Cuthbert,Jeffrey Cuthbert,Jeffrey Cuthbert,Jeffrey Cuthbert,Jeffrey Cuthbert,Jeffrey Cuthbert,Jeffrey Cuthbert,Jeffrey Cuthbert,Jeffrey Cuthbert,Jeffrey Cuthbert,,Jeffrey Cuthbert,Jeffrey Cuthbert,1948-06-04,male,Jeffrey,politician,Cuthbert,139,/m/02q__q6,https://upload.wikimedia.org/wikipedia/commons/f/f9/Jeffrey_Cuthbert.jpg,7802,JeffCuthbert,,,,,,https://archive.is/20130423202714/http://www.welshlabour.org.uk/assembly-members/jeff-cuthbert/,,,,,,,,,,,,,,,,,,,,,,,,,,謝菲·吉夫伯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6207115,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,,Jocelyn Davies,Jocelyn Davies,1959-06-18,female,Jocelyn,politician,Davies,144,/m/0bjw5x,https://upload.wikimedia.org/wikipedia/commons/f/f2/Jocelyn_Davies_2011.jpg,,parkgirl59,,,Жоселин Дэвис,Jocelyn Davies,,,,,Jocelyn Davies,,Jocelyn Davies,,,,,,,,,,,,,,,,,,,,Jocelyn Davies,,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,Jocelyn Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6236400,John Griffiths,John Griffiths,John Griffiths,John Griffiths,John Griffiths,John Griffiths,John Griffiths,John Griffiths,John Griffiths,John Griffiths,John Griffiths,John Griffiths,John Griffiths,John Griffiths,John Griffiths,John Griffiths,John Griffiths,John Griffiths,John Griffiths,John Griffiths,Category:John Griffiths,John Griffiths,John Griffiths (Welsh politician),1956-12-19,male,John,politician,Griffith,153,/m/02r2rjp,https://upload.wikimedia.org/wikipedia/commons/b/b9/John_Griffiths.jpg,8464,JGriffithsLab,,جون غريفيثز,,John Griffiths,جون غريفيثز (سياسي بريطاني),,,,,,,,,,,,,,,,,,,,,,,,,,John Griffiths,約翰·格里菲思,,,,,,,,John Griffiths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
